place_id,place_name,place_kind,district,wellness_type,address,image_url,latitude,longitude,description,experience_tip,mood_tags,source_status
"pt_gwanak_023","관악중앙도서관","POINT","관악","힐링 공간","서울특별시 관악구 신림로3길 35 관악문화재단","""""""""""""""""""""""""""""""""""""""","37.4675977","126.9448709","독서·열람. 지도 검색 후보(2026-08-20); 운영·상세주소·독립 운영 여부를 최종 확인해야 합니다. NAVER API HUB 지역 검색·Maps Geocoding으로 도로명 주소·좌표를 재확인했습니다(2026-08-21).","방문 전 당일 영업·좌석·혼잡도와 정확한 위치를 확인하세요.","#힐링공간 #조용한 #혼자좋은 #휴식","CANDIDATE"
"pt_gwanak_024","관악문화관·도서관","POINT","관악","힐링 공간","서울특별시 관악구 신림로3길 35 관악문화재단","""""""""""""""""""""""""""""""""""""""","37.4675977","126.9448709","독서·문화. 지도 검색 후보(2026-08-20); 운영·상세주소·독립 운영 여부를 최종 확인해야 합니다. NAVER API HUB 지역 검색·Maps Geocoding으로 도로명 주소·좌표를 재확인했습니다(2026-08-21).","방문 전 당일 영업·좌석·혼잡도와 정확한 위치를 확인하세요.","#힐링공간 #조용한 #혼자좋은 #휴식","CANDIDATE"
"pt_gwanak_025","글빛정보도서관","POINT","관악","힐링 공간","서울특별시 관악구 관악로30길 23 글빛정보도서관","""""""""""""""""""""""""""""""""""""""","37.4862432","126.9596702","독서·열람. 지도 검색 후보(2026-08-20); 운영·상세주소·독립 운영 여부를 최종 확인해야 합니다. NAVER API HUB 지역 검색·Maps Geocoding으로 도로명 주소·좌표를 재확인했습니다(2026-08-21).","방문 전 당일 영업·좌석·혼잡도와 정확한 위치를 확인하세요.","#힐링공간 #조용한 #혼자좋은 #휴식","CANDIDATE"
"pt_gwanak_026","조원도서관","POINT","관악","힐링 공간","서울특별시 관악구 조원로12길 25 조원동주민센터","""""""""""""""""""""""""""""""""""""""","37.4825435","126.9078017","독서·열람. 지도 검색 후보(2026-08-20); 운영·상세주소·독립 운영 여부를 최종 확인해야 합니다. NAVER API HUB 지역 검색·Maps Geocoding으로 도로명 주소·좌표를 재확인했습니다(2026-08-21).","방문 전 당일 영업·좌석·혼잡도와 정확한 위치를 확인하세요.","#힐링공간 #조용한 #혼자좋은 #휴식","CANDIDATE"
"pt_gwanak_027","은천동작은도서관","POINT","관악","힐링 공간","서울특별시 관악구 봉천로33나길 30 은천동 주민센터","""""""""""""""""""""""""""""""""""""""","37.4853329","126.9424557","독서. 지도 검색 후보(2026-08-20); 운영·상세주소·독립 운영 여부를 최종 확인해야 합니다. NAVER API HUB 지역 검색·Maps Geocoding으로 도로명 주소·좌표를 재확인했습니다(2026-08-21).","방문 전 당일 영업·좌석·혼잡도와 정확한 위치를 확인하세요.","#힐링공간 #조용한 #혼자좋은 #휴식","CANDIDATE"
"pt_gwanak_028","성현동작은도서관","POINT","관악","힐링 공간","서울특별시 관악구 관악로37길 56","""""""""""""""""""""""""""""""""""""""","37.4873097","126.9562232","독서. 지도 검색 후보(2026-08-20); 운영·상세주소·독립 운영 여부를 최종 확인해야 합니다. NAVER API HUB 지역 검색·Maps Geocoding으로 도로명 주소·좌표를 재확인했습니다(2026-08-21).","방문 전 당일 영업·좌석·혼잡도와 정확한 위치를 확인하세요.","#힐링공간 #조용한 #혼자좋은 #휴식","CANDIDATE"
"pt_gwanak_032","서울대학교 미술관","POINT","관악","힐링 공간","서울특별시 관악구 관악로 1 서울대학교","""""""""""""""""""""""""""""""""""""""","37.4640070","126.9522394","전시·사유. 지도 검색 후보(2026-08-20); 운영·상세주소·독립 운영 여부를 최종 확인해야 합니다. NAVER API HUB 지역 검색·Maps Geocoding으로 도로명 주소·좌표를 재확인했습니다(2026-08-21).","방문 전 당일 영업·좌석·혼잡도와 정확한 위치를 확인하세요.","#힐링공간 #조용한 #혼자좋은 #휴식","CANDIDATE"
"pt_gwanak_033","관악아트홀","POINT","관악","힐링 공간","서울특별시 관악구 신림로3길 35 관악문화재단","""""""""""""""""""""""""""""""""""""""","37.4675977","126.9448709","문화 휴식. 지도 검색 후보(2026-08-20); 운영·상세주소·독립 운영 여부를 최종 확인해야 합니다. NAVER API HUB 지역 검색·Maps Geocoding으로 도로명 주소·좌표를 재확인했습니다(2026-08-21).","방문 전 당일 영업·좌석·혼잡도와 정확한 위치를 확인하세요.","#힐링공간 #조용한 #혼자좋은 #휴식","CANDIDATE"
"pt_gwanak_034","관천로 문화플랫폼 S1472","POINT","관악","힐링 공간","서울특별시 관악구 관천로 53","""""""""""""""""""""""""""""""""""""""","37.4841035","126.9257622","전시·휴식. 지도 검색 후보(2026-08-20); 운영·상세주소·독립 운영 여부를 최종 확인해야 합니다. NAVER API HUB 지역 검색·Maps Geocoding으로 도로명 주소·좌표를 재확인했습니다(2026-08-21).","방문 전 당일 영업·좌석·혼잡도와 정확한 위치를 확인하세요.","#힐링공간 #조용한 #혼자좋은 #휴식","CANDIDATE"
"pt_gwanak_041","낙성대공원","POINT","관악","공원","서울특별시 관악구 낙성대로 77","""""""""""""""""""""""""""""""""""""""","37.4712570","126.9606084","공원 휴식. 지도 검색 후보(2026-08-20); 운영·상세주소·독립 운영 여부를 최종 확인해야 합니다. NAVER API HUB 지역 검색·Maps Geocoding으로 도로명 주소·좌표를 재확인했습니다(2026-08-21).","방문 전 당일 영업·좌석·혼잡도와 정확한 위치를 확인하세요.","#공원 #공원 #잠깐휴식 #산책","CANDIDATE"
"pt_gwanak_049","신림근린공원","POINT","관악","공원","서울특별시 관악구 난곡로64길 54 신림근린공원 공중화장실","""""""""""""""""""""""""""""""""""""""","37.4810072","126.9177366","동네 공원. 지도 검색 후보(2026-08-20); 운영·상세주소·독립 운영 여부를 최종 확인해야 합니다. NAVER API HUB 지역 검색·Maps Geocoding으로 도로명 주소·좌표를 재확인했습니다(2026-08-21).","방문 전 당일 영업·좌석·혼잡도와 정확한 위치를 확인하세요.","#공원 #공원 #잠깐휴식 #산책","CANDIDATE"
"pt_gwanak_081","관악구민종합체육센터","POINT","관악","운동 스팟","서울특별시 관악구 낙성대로3길 37 관악구민종합체육센터","""""""""""""""""""""""""""""""""""""""","37.4730839","126.9603185","공공 체육시설. 지도 검색 후보(2026-08-20); 운영·상세주소·독립 운영 여부를 최종 확인해야 합니다. NAVER API HUB 지역 검색·Maps Geocoding으로 도로명 주소·좌표를 재확인했습니다(2026-08-21).","방문 전 당일 영업·좌석·혼잡도와 정확한 위치를 확인하세요.","#운동스팟 #운동 #가벼운시작 #회복","CANDIDATE"
"pt_gwanak_082","관악구민운동장","POINT","관악","운동 스팟","서울특별시 관악구 낙성대로 40-1","""""""""""""""""""""""""""""""""""""""","37.4753129","126.9577171","공공 운동장. 지도 검색 후보(2026-08-20); 운영·상세주소·독립 운영 여부를 최종 확인해야 합니다. NAVER API HUB 지역 검색·Maps Geocoding으로 도로명 주소·좌표를 재확인했습니다(2026-08-21).","방문 전 당일 영업·좌석·혼잡도와 정확한 위치를 확인하세요.","#운동스팟 #운동 #가벼운시작 #회복","CANDIDATE"
"pt_gwanak_083","신림체육센터","POINT","관악","운동 스팟","서울특별시 관악구 난곡로58길 13","""""""""""""""""""""""""""""""""""""""","37.4800726","126.9160396","공공 체육시설. 지도 검색 후보(2026-08-20); 운영·상세주소·독립 운영 여부를 최종 확인해야 합니다. NAVER API HUB 지역 검색·Maps Geocoding으로 도로명 주소·좌표를 재확인했습니다(2026-08-21).","방문 전 당일 영업·좌석·혼잡도와 정확한 위치를 확인하세요.","#운동스팟 #운동 #가벼운시작 #회복","CANDIDATE"
"pt_jongno_001","스푼","POINT","종로","건강 간편식","서울특별시 종로구 새문안로5길 37 도렴빌딩","""""""""""""""""""""""""""""""""""""""","37.5736565","126.9742286","그릭요거트. 지도 검색 후보(2026-08-20); 운영·상세주소·독립 운영 여부를 최종 확인해야 합니다. NAVER API HUB 지역 검색·Maps Geocoding으로 도로명 주소·좌표를 재확인했습니다(2026-08-21).","방문 전 당일 영업·좌석·혼잡도와 정확한 위치를 확인하세요.","#건강간편식 #건강식 #혼밥 #짧은체류","CANDIDATE"
"pt_jongno_022","청운문학도서관","POINT","종로","힐링 공간","서울특별시 종로구 자하문로36길 40 청운동 한옥문학 도서관","""""""""""""""""""""""""""""""""""""""","37.5903781","126.9659177","독서·한옥. 지도 검색 후보(2026-08-20); 운영·상세주소·독립 운영 여부를 최종 확인해야 합니다. NAVER API HUB 지역 검색·Maps Geocoding으로 도로명 주소·좌표를 재확인했습니다(2026-08-21).","방문 전 당일 영업·좌석·혼잡도와 정확한 위치를 확인하세요.","#힐링공간 #조용한 #혼자좋은 #휴식","CANDIDATE"
"pt_jongno_023","윤동주문학관","POINT","종로","힐링 공간","서울특별시 종로구 창의문로 119 윤동주문학관","""""""""""""""""""""""""""""""""""""""","37.5921273","126.9671519","문학·사유. 지도 검색 후보(2026-08-20); 운영·상세주소·독립 운영 여부를 최종 확인해야 합니다. NAVER API HUB 지역 검색·Maps Geocoding으로 도로명 주소·좌표를 재확인했습니다(2026-08-21).","방문 전 당일 영업·좌석·혼잡도와 정확한 위치를 확인하세요.","#힐링공간 #조용한 #혼자좋은 #휴식","CANDIDATE"
"pt_jongno_027","북촌문화센터","POINT","종로","힐링 공간","서울특별시 종로구 계동길 37","""""""""""""""""""""""""""""""""""""""","37.5790768","126.9862753","한옥 문화. 지도 검색 후보(2026-08-20); 운영·상세주소·독립 운영 여부를 최종 확인해야 합니다. NAVER API HUB 지역 검색·Maps Geocoding으로 도로명 주소·좌표를 재확인했습니다(2026-08-21).","방문 전 당일 영업·좌석·혼잡도와 정확한 위치를 확인하세요.","#힐링공간 #조용한 #혼자좋은 #휴식","CANDIDATE"
"pt_jongno_028","서울공예박물관","POINT","종로","힐링 공간","서울특별시 종로구 율곡로3길 4 서울공예박물관","""""""""""""""""""""""""""""""""""""""","37.5766474","126.9833790","공예 감상. 지도 검색 후보(2026-08-20); 운영·상세주소·독립 운영 여부를 최종 확인해야 합니다. NAVER API HUB 지역 검색·Maps Geocoding으로 도로명 주소·좌표를 재확인했습니다(2026-08-21).","방문 전 당일 영업·좌석·혼잡도와 정확한 위치를 확인하세요.","#힐링공간 #조용한 #혼자좋은 #휴식","CANDIDATE"
"pt_jongno_029","국립현대미술관 서울","POINT","종로","힐링 공간","서울특별시 종로구 삼청로 30","""""""""""""""""""""""""""""""""""""""","37.5787817","126.9800492","전시·사유. 지도 검색 후보(2026-08-20); 운영·상세주소·독립 운영 여부를 최종 확인해야 합니다. NAVER API HUB 지역 검색·Maps Geocoding으로 도로명 주소·좌표를 재확인했습니다(2026-08-21).","방문 전 당일 영업·좌석·혼잡도와 정확한 위치를 확인하세요.","#힐링공간 #조용한 #혼자좋은 #휴식","CANDIDATE"
"pt_jongno_032","삼청공원 숲속도서관","POINT","종로","힐링 공간","서울특별시 종로구 북촌로 134-3 삼청공원","""""""""""""""""""""""""""""""""""""""","37.5884775","126.9841583","독서·숲. 지도 검색 후보(2026-08-20); 운영·상세주소·독립 운영 여부를 최종 확인해야 합니다. NAVER API HUB 지역 검색·Maps Geocoding으로 도로명 주소·좌표를 재확인했습니다(2026-08-21).","방문 전 당일 영업·좌석·혼잡도와 정확한 위치를 확인하세요.","#힐링공간 #조용한 #혼자좋은 #휴식","CANDIDATE"
"pt_jongno_035","보안책방","POINT","종로","힐링 공간","서울특별시 종로구 효자로 33","""""""""""""""""""""""""""""""""""""""","37.5791119","126.9736517","독립서점. 지도 검색 후보(2026-08-20); 운영·상세주소·독립 운영 여부를 최종 확인해야 합니다. NAVER API HUB 지역 검색·Maps Geocoding으로 도로명 주소·좌표를 재확인했습니다(2026-08-21).","방문 전 당일 영업·좌석·혼잡도와 정확한 위치를 확인하세요.","#힐링공간 #조용한 #혼자좋은 #휴식","CANDIDATE"
"pt_jongno_041","낙산공원","POINT","종로","공원","서울특별시 종로구 낙산길 41","""""""""""""""""""""""""""""""""""""""","37.5806001","127.0065352","성곽 공원. 지도 검색 후보(2026-08-20); 운영·상세주소·독립 운영 여부를 최종 확인해야 합니다. NAVER API HUB 지역 검색·Maps Geocoding으로 도로명 주소·좌표를 재확인했습니다(2026-08-21).","방문 전 당일 영업·좌석·혼잡도와 정확한 위치를 확인하세요.","#공원 #공원 #잠깐휴식 #산책","CANDIDATE"
"pt_jongno_042","마로니에공원","POINT","종로","공원","서울특별시 종로구 대학로 104","""""""""""""""""""""""""""""""""""""""","37.5803661","127.0024005","도심 공원. 지도 검색 후보(2026-08-20); 운영·상세주소·독립 운영 여부를 최종 확인해야 합니다. NAVER API HUB 지역 검색·Maps Geocoding으로 도로명 주소·좌표를 재확인했습니다(2026-08-21).","방문 전 당일 영업·좌석·혼잡도와 정확한 위치를 확인하세요.","#공원 #공원 #잠깐휴식 #산책","CANDIDATE"
"pt_jongno_043","탑골공원","POINT","종로","공원","서울특별시 종로구 종로 99 탑골공원","""""""""""""""""""""""""""""""""""""""","37.5711236","126.9886480","도심 공원. 지도 검색 후보(2026-08-20); 운영·상세주소·독립 운영 여부를 최종 확인해야 합니다. NAVER API HUB 지역 검색·Maps Geocoding으로 도로명 주소·좌표를 재확인했습니다(2026-08-21).","방문 전 당일 영업·좌석·혼잡도와 정확한 위치를 확인하세요.","#공원 #공원 #잠깐휴식 #산책","CANDIDATE"
"pt_jongno_045","삼청공원","POINT","종로","공원","서울특별시 종로구 삼청로 156","""""""""""""""""""""""""""""""""""""""","37.5888742","126.9828063","숲 공원. 지도 검색 후보(2026-08-20); 운영·상세주소·독립 운영 여부를 최종 확인해야 합니다. NAVER API HUB 지역 검색·Maps Geocoding으로 도로명 주소·좌표를 재확인했습니다(2026-08-21).","방문 전 당일 영업·좌석·혼잡도와 정확한 위치를 확인하세요.","#공원 #공원 #잠깐휴식 #산책","CANDIDATE"
"pt_jongno_048","경희궁공원","POINT","종로","공원","서울특별시 종로구 새문안로 45 경희궁,시립미술관","""""""""""""""""""""""""""""""""""""""","37.5695583","126.9696124","역사 공원. 지도 검색 후보(2026-08-20); 운영·상세주소·독립 운영 여부를 최종 확인해야 합니다. NAVER API HUB 지역 검색·Maps Geocoding으로 도로명 주소·좌표를 재확인했습니다(2026-08-21).","방문 전 당일 영업·좌석·혼잡도와 정확한 위치를 확인하세요.","#공원 #공원 #잠깐휴식 #산책","CANDIDATE"
"pt_jongno_049","와룡공원","POINT","종로","공원","서울특별시 종로구 와룡공원길 192","""""""""""""""""""""""""""""""""""""""","37.5911596","126.9901330","동네 공원. 지도 검색 후보(2026-08-20); 운영·상세주소·독립 운영 여부를 최종 확인해야 합니다. NAVER API HUB 지역 검색·Maps Geocoding으로 도로명 주소·좌표를 재확인했습니다(2026-08-21).","방문 전 당일 영업·좌석·혼잡도와 정확한 위치를 확인하세요.","#공원 #공원 #잠깐휴식 #산책","CANDIDATE"
"pt_jongno_050","북악산공원","POINT","종로","공원","서울특별시 종로구 삼청로11길 40","""""""""""""""""""""""""""""""""""""""","37.5894096","126.9803275","숲 공원. 지도 검색 후보(2026-08-20); 운영·상세주소·독립 운영 여부를 최종 확인해야 합니다. NAVER API HUB 지역 검색·Maps Geocoding으로 도로명 주소·좌표를 재확인했습니다(2026-08-21).","방문 전 당일 영업·좌석·혼잡도와 정확한 위치를 확인하세요.","#공원 #공원 #잠깐휴식 #산책","CANDIDATE"
"pt_jongno_066","삼청동길","POINT","종로","산책로","서울특별시 종로구 삼청로 156","""""""""""""""""""""""""""""""""""""""","37.5888742","126.9828063","골목 산책. 지도 검색 후보(2026-08-20); 운영·상세주소·독립 운영 여부를 최종 확인해야 합니다. NAVER API HUB 지역 검색·Maps Geocoding으로 도로명 주소·좌표를 재확인했습니다(2026-08-21).","방문 전 당일 영업·좌석·혼잡도와 정확한 위치를 확인하세요.","#산책로 #산책 #혼자좋은 #퇴근후","CANDIDATE"
"pt_jongno_067","인사동길","POINT","종로","산책로","서울특별시 종로구 낙원동","""""""""""""""""""""""""""""""""""""""","37.5725","126.9885","문화 산책. 지도 검색 후보(2026-08-20); 운영·상세주소·독립 운영 여부를 최종 확인해야 합니다. NAVER API HUB 지역 검색·Maps Geocoding으로 도로명 주소·좌표를 재확인했습니다(2026-08-21).","방문 전 당일 영업·좌석·혼잡도와 정확한 위치를 확인하세요.","#산책로 #산책 #혼자좋은 #퇴근후","CANDIDATE"
"pt_jongno_082","종로문화체육센터","POINT","종로","운동 스팟","서울특별시 종로구 인왕산로1길 21 종로문화체육센터","""""""""""""""""""""""""""""""""""""""","37.5742531","126.9646648","공공 체육시설. 지도 검색 후보(2026-08-20); 운영·상세주소·독립 운영 여부를 최종 확인해야 합니다. NAVER API HUB 지역 검색·Maps Geocoding으로 도로명 주소·좌표를 재확인했습니다(2026-08-21).","방문 전 당일 영업·좌석·혼잡도와 정확한 위치를 확인하세요.","#운동스팟 #운동 #가벼운시작 #회복","CANDIDATE"
"pt_gwanak_101","사담","POINT","관악","건강 간편식","서울특별시 관악구 남부순환로 1852","""""""""""""""""""""""""""""""""""""","37.4798942","126.9555987","샐러드·포케·그릭요거트·아사이볼·신선 샌드위치 및 건강식 검색 후보. NAVER API HUB 지역 검색·Maps Geocoding 확인(2026-08-21). 소규모 다점포 여부·실제 운영·주력 목적·혼자 방문 경험은 최종 검수 전 보류 후보입니다.","방문 전 당일 영업, 정확한 출입 위치, 혼잡도와 혼자 머물기 좋은 좌석·동선을 확인하세요.","#건강간편식 #혼밥 #짧은체류 #검수필요","CANDIDATE"
"pt_gwanak_102","밀밀밀 포케&amp;샐러드 서울대입구점","POINT","관악","건강 간편식","서울특별시 관악구 봉천로 473-3","""""""""""""""""""""""""""""""""""""","37.4825041","126.9526798","샐러드·포케·그릭요거트·아사이볼·신선 샌드위치 및 건강식 검색 후보. NAVER API HUB 지역 검색·Maps Geocoding 확인(2026-08-21). 소규모 다점포 여부·실제 운영·주력 목적·혼자 방문 경험은 최종 검수 전 보류 후보입니다.","방문 전 당일 영업, 정확한 출입 위치, 혼잡도와 혼자 머물기 좋은 좌석·동선을 확인하세요.","#건강간편식 #혼밥 #짧은체류 #검수필요","CANDIDATE"
"pt_gwanak_103","샐러드식당 관악봉천점","POINT","관악","건강 간편식","서울특별시 관악구 관악로30길 11","""""""""""""""""""""""""""""""""""""","37.4865537","126.9582834","샐러드·포케·그릭요거트·아사이볼·신선 샌드위치 및 건강식 검색 후보. NAVER API HUB 지역 검색·Maps Geocoding 확인(2026-08-21). 소규모 다점포 여부·실제 운영·주력 목적·혼자 방문 경험은 최종 검수 전 보류 후보입니다.","방문 전 당일 영업, 정확한 출입 위치, 혼잡도와 혼자 머물기 좋은 좌석·동선을 확인하세요.","#건강간편식 #혼밥 #짧은체류 #검수필요","CANDIDATE"
"pt_gwanak_104","Poke all day 포케&amp;샐러드 낙성대점","POINT","관악","건강 간편식","서울특별시 관악구 남부순환로 1946","""""""""""""""""""""""""""""""""""""","37.4762299","126.9649483","샐러드·포케·그릭요거트·아사이볼·신선 샌드위치 및 건강식 검색 후보. NAVER API HUB 지역 검색·Maps Geocoding 확인(2026-08-21). 소규모 다점포 여부·실제 운영·주력 목적·혼자 방문 경험은 최종 검수 전 보류 후보입니다.","방문 전 당일 영업, 정확한 출입 위치, 혼잡도와 혼자 머물기 좋은 좌석·동선을 확인하세요.","#건강간편식 #혼밥 #짧은체류 #검수필요","CANDIDATE"
"pt_gwanak_105","Poke all day 포케&amp;샐러드 서울대입구점","POINT","관악","건강 간편식","서울특별시 관악구 관악로12길 11","""""""""""""""""""""""""""""""""""""","37.4782354","126.9530386","샐러드·포케·그릭요거트·아사이볼·신선 샌드위치 및 건강식 검색 후보. NAVER API HUB 지역 검색·Maps Geocoding 확인(2026-08-21). 소규모 다점포 여부·실제 운영·주력 목적·혼자 방문 경험은 최종 검수 전 보류 후보입니다.","방문 전 당일 영업, 정확한 출입 위치, 혼잡도와 혼자 머물기 좋은 좌석·동선을 확인하세요.","#건강간편식 #혼밥 #짧은체류 #검수필요","CANDIDATE"
